name,descriptions,rel_aesthetics,key_colors,brands
Campcore,"Clothing,[,],Neutral, earthy tones and dark colours,
,Practical gear
,Jackets/waterproofs/ponchos,
,Hiking/walking boots,
,Gumboots/wellington boots,
,Thermals,
,Thick/fluffy socks,
,Hats (wooly hats, caps, etc.), scarves and gloves,
,Mom jeans,
,T-shirts,
,Sweaters/jumpers,
,Cargo pants/khakis,
,Knitted clothing,
,Flannels,Accessories,[,],Swiss army knives,
,Torches/headtorches,
,Tote bags,
,Rucksacks,Activities,[,]","Cabincore,Scoutcore,Adventurecore,Hikecore,Comfy/Cozy,Naturecore,Natural Philosophy,Earthcore","Dark green, dark orange, dark brown, greyish-brown",
Camp,,"American Kitsch,Club Kids,Dark Academia,FantasY2K,Gachimuchi,Glam Rock,Golden Age of Detective Fiction,Goth,Gorecore,Gyaru,Halloween,Hot Topic,Horror,Jersey Shore,Kitschy,Mallgoth,Mall Ninja,Maximalism,McBling,Neo-Pop,Old Hollywood,Pin-up,Pop Art,Queer Villainy,Theatre Kids,Trailer Park Princess,Villaincore","bright, gaudy, and noticeable colors",
Cabincore,"Since Cabincore is associated heavily with being calm and relaxed, ,cozy, clothes are a staple. 
,Tops,[,],Cozy Sweaters,
,Flannels,
,Warm, thick coats.,
,Vests,
,Jackets (denim, corduroy, down, etc.),Bottoms,[,],Jeans,
,Overalls,
,Corduroy Trousers,
,Wool Skirts,Footwear,[,],Warm socks- Smartwools and Fuzzy Socks <3,
,Slippers,
,Hiking/work boots, timberlands, docs, suede boots, rainboots.,
,Birkenstocks, Crocks,Accessories,[,],Watches,
,Thick Belts,
,Small, plain jewelry,
,Carabiners, multitools,
,Lanyards, keychains,
,Beanies, brimmed hats, baseball caps,
,Gloves,Fabrics/Textiles,[,],Wool,
,Corduroy,
,Leather,
,Denim,
,Flannel,
,Chunky Knits,Hairstyles,[,],Braided Styles,
,Messy buns,
,Curly,
,Ponytails,
,Pretty much anything, especially if functional,Stylistic,[,],Activities,[,]","Adventurecore,Campcore,Comfy/Cozy,Cottagecore,Dark Academia,Northerness,Forestpunk,Goblincore,Naturecore",Deep ,
Burlesque,"Some defining elements of Burlesque fashion would be
,Corsets/Bustiers, - An accentuation of the figure was prominent for Burlesque queens,
,Feathers, - Feathered accessories, boas, and headdresses are commonly used to add drama and flair to outfits.,
,Sequins/Rhinestones, - Sparkling embellishments like sequins and rhinestones adorn costumes, reflecting the spotlight's glimmer.,
,Gloves, - Long gloves, often reaching above the elbow, add a touch of elegance and sophistication to outfits.,
,Fishnet Stockings,  -  Fishnet stockings or tights contribute to the sensuous and provocative element of the aesthetic.,
,Lingerie Inspired, - Lingerie-inspired elements like lace, garters and corset-style details are often inco,
,Bold Make-up, - Clown-like makeup is a very important part of the burlesque aesthetic - good examples would be the make-up in The Dresden Dolls and Ryan Ross's makeup looks in Panic! At The Disco. The exaggerated make-up style adds to the theatricality of the look.,
						
	,
		,
			Categories			,		,
		,
							
,
	,
		,
			,Categories,: ,
						,
	,Art,
	,
,
			,
	,Design Aesthetics,
	,
,
			,
	,Fashion,
	,
,
			,
	,Fashion Styles,
	,
,
			,
	,Images,
	,
,
			,
	,Red,
	,
,
			,
	,Tradition,
	,
,
			,
	,Visual,
	,
,
			,
	,Wealthy,
	,
,
	
					,
			,
	,
					,
	,
						
														,
		Community content is available under ,CC-BY-SA, unless otherwise noted.	,
						
											,
		
,
	,
				,
		,
,
		,
		,Advertisement,
	,
	,
		,
			,Fan Feed			,
			,
		,
	,
",Spanish Golden Age,"Red, Black, White, Yellow",
Bubblegum Witch,"Materials,[,],Velvet,
,Cotton,
,Silk,
,Lace,Tops,[,],Crop tops,
,Corsets,
,Bustiers,
,Button-down blouses,
,Spaghetti strap tank tops,Bottoms,[,],Sweat pants,
,Biker shorts,
,Ripped jeans,Shoes,[,],Air Force's & Mid Jordan 1s,Underwear,[,],Lingerie,Outerwear,[,],Nike ZIPs,
,Victoria's Secret hoodies,Accessories,[,],Flowers,
,Hair barrettes,
,Tattoos,
,Chokers,
,Belts,Jewelry,[,],Crystal necklaces,Gallery,[,]","Baddie,Bubble Goth,Bubblegum Bitch,Kawaii,Pastel,Pastel Academia,Witchcore,Witchy Academia,Yume Kawaii","Pastel pinks, dark pinks, purples, dark purples, soft greens, gold, silver, white, black, brown","Winx Club, Bratz, Barbie, Little Witch Academia,Ever After High"
Buckle Bunny,"The fashion of this aesthetic has a heavy western influence but with a more feminine, cowgirl feel.
,Plaid dresses, in red or pink,
,Cowgirl hats,
,Cowgirl boots,
,Short jean shorts,
,Cowboy buckles,Gallery,[,]","Western,Country,Prairiecore,Snow Bunny,Beach Bunny,Dollette,Coquette,Farmer's Daughter,Trailer Park Princess","Blue, brown, pink, red, white",
Busukawaii,,"Kawaii,Gurokawa,Internet Awesomesauce,Weirdcore,Wholesome Meme",primary and pastel colors,
Bubblegum Dance,"The fashion used in Bubblegum Dance MVs is similar to ,Raver, and ,Cyberpop, fashion, with a childish touch to it. ,
Some common characteristics of Bubblegum Dance fashion include:
,Wide, colorful skirts,
,Colorful crop tops,
,Tutus,
,Long pants,
,Belts,
,Colorful dresses,
,Adventurous costumes (such as astronauts, sailors, etc.),
,Costumes from and/or based on fictional characters,
,Pale and colorful makeup,Media,[,]","Animecore,Barbiecore,Cartooncore,Cutecore,Cybercore,Cyberpop,Frutiger Metro,Kidcore,Motomami,LOLcore,Nostalgiacore,Raver,Shibuya Punk,Silicon Dreams,Technoneko2000","Any bright colors, especially pink",
Chicano Lowrider,,"Gangsta Rap,Urbancore,UrBling","pink, orange, green, purple, blue",
Bronzepunk,,"Cyberpunk,Sandalpunk,Steampunk",,
Bubblegum Bitch,"Bubblegum bitch fashion generally uses highly saturated colors, particularly pink, purple, and white, and stereotypically feminine style. Fashion tends to be revealing, adult styles. Often features typically ""innocent"" and/or pretty characters like the Bratz Dolls, Powerpuff Girls, Jigglypuff, Hello Kitty, Barbie, My Little Pony characters, and various others. Typically ""childish"" accessories and accents like barrettes, glitter, hair ties, and candy jewelry are sometimes used. These are typically paired with more serious and adult style choices, like chokers, chains, and accessories. Clothing and accessories with swear words, statements relating to politics, sexually suggestive words and phrases, and musings on mental health printed on them are popular.   
,Clothing,[,],Pink clothing,
,Iridescent clothing,
,Glittery clothing,
,Tulle,
,Clothing featuring innocent, pretty characters (which are often targeted towards children),
,Clothing with words or statements,
,Tank tops,
,Crop tops,
,Dyed and stylized jean jackets,
,Mini skirts,
,Knee socks,
,Heeled shoes,
,Stilettos,Accessories,[,],Sunglasses,
,Chokers,
,Children's watches,
,Earrings,
,Barrettes,
,Hair bows,
,Acrylic nails,
,Wigs and extensions,Stores,[,],Victoria's Secret,
,Dolls Kill,
,FILA,Makeup,[,],Glitter,
,Lipstick,
,Lip gloss,
,Tattoos, temporary or not,
,Winged eyeliner,
,False eyelashes,
,Dyed hair and/or highlights,Visual,[,]","Baddie,Barbiecore,bubblegum Coquette,Cherry Emoji Twitter,Femme Fatale,McBling,Sparklecore, ,Bimbocore,Cyber Stylin'","Various shades of pink, white, violet",
Bubble Bujo,,"Sparklecore,Animecore,Cyberdelic,Hyperpop,Kawaii,Kidcore,Lovecore,Sanriocore,Scrapbook,Stans","bright pastels, pastels, bright colors, neons",THENCE
Bro,"Brocore fashion features cargo shorts or pants, jean shorts (or ""jorts""), sportswear, camouflage patterns, baseball caps, and t-shirts or hoodies emblazoned with the Monster Energy Drink logo. Brocore's fashion is generally similar to ,Normcore, (although Normcore is going for a completely different vibe).  But while the Bro generally just wants to hang out, have a few drinks, and watch the game, some Bros have a tendency to get super aggressive at the drop of a hat. Brocore fashion includes:
,Frayed-brim baseball hats,
,Oxford shirts,
,Sports team T-shirts,
,Cargo shorts,
,Basketball shorts,
,Muscle Tees,
,Boat shoes or sandals,
,Snapbacks, trucker hats,
,Wrist sweatbands,
,Mullets, pompadours, fades,
,Vans, Timberlands, Nikes,
,Brocore bands hoodies and t-shirts,
,“vintage” style t-shirts of bands from the 70s, they never listened to and know little about.,
,Shirts that wouldn't look out of place in the ,Bastardcore, aesthetic,Unlike many aesthetics, Brocore's color palette is not restricted; it can extend throughout the entire color spectrum.,
,Music,[,]","Americana,Athlete,Bastardcore,Chav,Country,Jersey Shore,Karencore,Normcore,Party Animal,Preppy,Scrapper,Stripcore,Teenage Dream,Vacation Dadcore",,"Oxford, Champion, Adidas, Nike, Vans, Puma, Affliction, Monster Energy, Ed Hardy, Von Dutch"
Britpop,,"Alternative,Grunge,New Wave,Pop,Rock",,
Bubble Goth,"Face masks (especially gas masks),
,Dramatic goth inspired makeup, heavily focused on the eyes,
,White or black as the primary outfit colour,
,Lots of accessories,
,Space buns,
,Three dots representing I. L. U. (Integrity, Love, and Unity, Kerli's motto), also known as moon marks,
,Futuristic aspects,Music,[,]","Goth,Soft Macabre,Pastel,Pastel Goth","Pastel pink, blue, white, silver, black",
Brutal Industrial,,"Chromecore,Feísmo,Grunge,Industrial,Nu-Metal,McBling,Rivethead,The WB Crush,Total Afternoon Live,Urbancore,UrBling,Y2K,2K1","Red, light blue, white, silver",WWE
Bright Tertiaries,,"Corporate,Corporate Memphis,Dark Aero,DORFic,Flat Design,Fotonight Web,Frutiger Aero,Frutiger Aurora,Frutiger Eco,Frutiger Metro,Funky Seasons,Helvetica Aqua Aero,Liminal Space,Memphis Design,Minimalism,Musica Metro,Nostalgiacore,Renewable Corporate Futurism,Skeuomorphism,Superflat Pop,Technozen,Vectorflourish,Y2K","Lime green, fuchsia, orange, teal",
Breakcore,,"Music,: ,Artcore,Denpa,Gabber,Rave Music,Sextrance,Asssociated Visuals,: ,Acid Design,Animecore,Blingeecore,Cybercore,Dokukawaii,Ero-Guro,Gen X Soft Club,Glitchcore,Metalheart,Old Web",,
Boy Next Door,"Boy Next Door fashion is characterized by its casual and laid-back style with a touch of preppy and clean-cut elements. It often includes items such as fitted jeans or chinos, plain t-shirts or polo shirts, button-down shirts, crew neck sweaters, varsity jackets, casual sneakers, and loafers. The color palette tends to be neutral or classic, featuring shades of navy, gray, white, and earth tones. This aesthetic aims to create a simple yet stylish look that reflects a sense of approachability, friendliness, and a wholesome appeal.
,Casual and laid-back style,
,Preppy and clean-cut elements,
,Fitted jeans or chinos,
,Plain t-shirts or polo shirts,
,Button-down shirts,
,Crew neck sweaters,
,Varsity jackets,
,Casual sneakers and loafers,Media,[,]","Cottagecore,Gachimuchi,Girl Next Door,Normcore","Neutral tones, denim blue, white","American Eagle, Gap, Levi's"
Boujee," 	, 	, 	, 		 			, 		 		 		 			,A boujee outfit, 		 	, ,Boujee fashion is very extravagant, over-the-top, and flashy, with huge name brands being very popular, such as Hermes, Gucci, Chanel, Armani, Alexander McQueen, Louis Vuitton, Dior, Cartier, etc.  The Boujee fashion can trace its roots back to the Haute Couture (French for "",high dressmaking,"") fashion genre, the creation of exclusive custom-fitted clothing first started in the 1800s. It is high-end fashion that is constructed by hand from start to finish, made from high-quality, expensive, often unusual fabric and sewn with extreme attention to detail and finished by the most experienced and capable sewers, often using time-consuming, hand-executed techniques.
,Boujee fashion also tends to be chic, elegant, and stylish way that’s associated with a fashionable lifestyle, ideology, or pursuit wearing the latest.  Fashion items for the ladies can include:
,Designer shoes and heels,
,Fake nails,
,Silk, satin, velvet, fur,
,Cocktail dresses,
,Lace tops,
,Impressive buns and braids,
,Large sunglasses,,
,Designer handbags,
,Rhinestones and sparkles,
,Real gems, diamonds, and pearls,
,Big curls, or super flat ironed hair,As far as make-up goes, Boujee make also tends to be very extravagant, bold, and over-the-top with noticeable fake lashes. Reversley, Boujee people can also be masters of the ""no-makeup"" makeup look.
,For the men, there is Evening Black Tie dress code; a semi-formal Western dress code for evening events, originating in British and American conventions for attire in the 19th century.  In British English, the dress code is often referred to synecdochically by its principal element for men, the dinner suit or dinner jacket(sometimes abbreviated to just a DJ).  This dress code includes:
,Dinner jacket,
,Trousers,
,A black low-cut waistcoat or a cummerbund.,
,A white dress, cuffs and a turndown collar.,
,A black silk bow tie matching the lapel facings,
,Shirt studs and cufflinks.,
,A black evening waistcoat or cummerbund.,
,Black dress socks, usually of silk or fine wool.,
,Black shoes, traditionally patent leather court shoes (pumps).,Music,[,]","Baddie,Casino,Cayetana,Chic Modernist,Cleancore,Corporate,Femme Fatale,Grifes,Hip-Hop,Lo-Fi,New Money,Night Luxe,Pijo,Pink Parisian,R&B,Sparklecore,Tomato Girl Summer,Urbancore","metallic shades, jewel tones, sparkles, fur","Hermes, Gucci, Chanel, Armani, Alexander McQueen, Louis Vuitton, Dior, Cartier"
Bosozoku,"They wear boilersuits similar to those of manual laborers or leather military jackets with baggy pants, and tall boots. This uniform became known as the tokkō-fuku (特攻服, ""special attack clothing"") and is often adorned with kanji slogans. Typical accessories to this uniform are hachimaki, surgical masks, and patches displaying the Japanese Imperial Flag.
,Bosozoku in Fiction,[,]","Ah Beng,Dizelaši,Yanki,Sukeban",,
Bookstore Girl,"Sweaters and cardigans, usually oversized,
,Librarian skirts,
,Flowy dresses and blouses,
,Mom jeans,
,Lace,
,Glasses,
,Simple/minimal jewelry,
,Canvas tote bags,
,Messenger bangs,Media,[,]","Classic Academia,Light Academia,Dark Academia,Vintage,Warmcore,Autumn,Downtown Girl,Christian Girl Autumn","Autumn Colors: Brown, Burgundy, Red, Burnt Orange,",
B-Movie Horror,,"Horror,Devilcore,Gorecore,Gothic,Halloween,Vampire,Werewolf,Witchcore",,
Bloomcore,"Bloomcore fashion is flexible since it hasn't fully been established. This makes it easy to mix with other aesthetics. More popular bloomcore styles are mixed with ,Cottagecore,, ,Light Academia,, and ,Grunge,. Other elements could include:
,Sweaters,
,Flower crowns,
,Brimmed hats,
,Soft colors,
,Denim or jeans,
,Overalls,
,Vans,
,Converse,
,Plaid,
,Floral prints,Activities,[,]","Cottagecore,Dreamy,Earthcore,Fairy Academia,Fairycore,Fawncore,Golden Hour,Green Academia,Honeycore,Lovecore,Mosscore,Naturecore,Romantic Academia,Rusticcore,Spring,Virgo's Tears,Warmcore,Witchcore","Bright colors, pastels, green and white",
Blokette,"Commonly worn blokette pieces include adidas sambas, ballet flats, athletic pants, leg warmers, hair ribbons, football shirts, pleated wool skirts, and athletic sweaters and jackets. 
,Gallery,[,]","Blokecore, ,Coquette, ,Waif, ,Balletcore, ","White, navy, red, yellow",Adidas 
